company_location,company_name,date_expiry,date_posted,employment_type,job_description,job_requirements,job_title,num_apps,salary_lower,salary_type,salary_upper,seniority
,Company Undisclosed,24 Feb 2019,25 Jan 2019,Full Time,"Roles & ResponsibilitiesAnswering incoming phone calls Attending to walk-in customers Data entering, Issuance of Invoices, Delivery order's, Quotations etc.......","Requirements- Languages:  Proficient in English & Mandarin - Good ( Written & spoken) - Possess Mature thinking ,Positive work attitude , self-motivation on work, Wiiling to   learn new things & accept comments  - Good organisation skills , eye for details in numbers - Good computer literacy eg: Microsoft office  - Ability to work with least supervision and meet dead lines given - Able to grow with the company   * Only serious applicants are to email their resume in MS words to anique76@yahoo.com indicating the previous jobs       salary, expecting current salaries, notice period and recent photograph of themselves. * Only shortlisted applicants will be notified.    ",Admininstrative Assistant,0.0,,,,"Fresh/Entry Level, Non-Executive"
,Company Undisclosed,24 Feb 2019,25 Jan 2019,Full Time,Roles & ResponsibilitiesLooking for a dynamic individual to join our team as an Accounts Executive High energy individuals with the right skills and mindset are welcome to join our team.  Full set of Accounts Data Entry Handle invoicing/AR/AP/G functions Involve in month end closing Prepare accounting schedules for audit purpose Responsible for daily checking of documents prior to entry to accounting system  Assists in general admin duties ,"Requirements Clear career development path Attractive working environment Diploma in Accounting Good command of spoken & written English Proficient in MS Office applications Responsible and with good sense of task prioritization Work knowledge of Quickbooks, MYOB & ERP software is an advantage ",Accounts Assistant,7.0,2200.0,Monthly,2500.0,Executive
16 Tai Seng Street 534138,Company Undisclosed,24 Feb 2019,25 Jan 2019,Internship,"Roles & Responsibilities Create marketing content for newsletters, email campaigns, online promotions etc Maintain social media engagement through creating and updating of social media platforms Conduct data gathering and analysis of product performance Pitch new ideas to improve current marketing approach Identify key features to drive user acquisition Audience identification & segmentation: Personal building and mapping of digital behaviors Involvement in day-to-day operations and learning our workflow ","Requirements Available for a minimum period of 8 – 12 weeks Possess or currently pursuing a diploma or degree with relevant discipline i.e. Marketing, Communications or Business Admin Keen Interest in Digital, Integrated and Content Marketing; Database Marketing and Brand Marketing Strong communication and inter-personal skills Excellent command of English and other South East Asia languages is a plus Highly interested in Gaming and Mobile App stores     ",Temporary Marketing Executive,2.0,,,,Fresh/Entry Level
,Company Undisclosed,24 Feb 2019,25 Jan 2019,Full Time,"Roles & Responsibilities Plan and execute day to day school programmes Plan, document and report academic data / progress and applying interventions Familiar with positive reinforcement and behavioural management strategies Participate in curriculum mapping, individually-design instruction, individualized lesson-planning and IEPs Work collaboratively and communicate frequently with parents and school staff to discuss the children's progress, and to determine their priorities for their children and their resource needs ",Requirements Minimum diploma in Early Childhood Intervention (Special Needs) Teaching experience in EIPIC will be an advantage Knowledge of AEPS will be an advantage Experience working with children with learning disabilities Strong command of the English language Part or Full-time Location: Punggol ,Education Therapist,10.0,,,,Non-Executive
"Oue Downtown, 6 Shenton Way 068809",Grabtaxi Holdings Pte. Ltd.,23 Feb 2019,24 Jan 2019,Full Time,"Roles & ResponsibilitiesGet to Know Our Team: The team dubbed the “cool kids” is unconventional, exciting, and mysterious. We embrace teamwork, diversity, creativity, humor, and diligence.   Get to Know the Role: The team takes on some of the most challenging and fascinating market research in the fields of transport, food delivery, payments, and platform services. We apply both traditional and offbeat techniques to form key analytical perspectives of the ever-changing market. We promote a culture where we enjoy raising the bar constantly for ourselves and others, and that strongly supports the freedom to explore and innovate.   The day-to-day activities:   Use quantitative tools to provide uncover strategic and operational insights on various business verticals, regional markets, competitors, and any aspect of the external environment to help shape key stakeholders' perspectives.   Explore, analyze and aggregate data sets to provide actionable information. Create intuitive visualizations to convey broader these results to key stakeholders. Gather, analyze and disseminate insights.   Explore and create new data sources from time to time to further the team’s information-gathering capabilities.   Market Analyst (Data) is not characterized by the following:   Specializing in ETL, pipelining and other data infrastructure tasks. Though it is common to build and maintain some pipelines, we have a dedicated Data Engineering team for this.   Building, training and deploying machine learning models to production in support of our App. Most production models related to our App are managed by our Engineering and Data Science teams.   Taking an academic approach to Grab’s data. That is handled by our core Data Science team.   Responding to ad-hoc data requests from business teams. Most of the operational dashboards are maintained by our Data Analytics team.  ","RequirementsThe Must-haves:  A Bachelor's degree in any field. Strong foundation in data query/wrangling using SQL, python/R/Scala and data visualisation using tools like Tableau. An attitude of self-motivation, effective time management, and the ability to operate in a dynamic and fast-paced working environment. Experience in business, strategy and/or tech consulting would be an advantage. ",Market Analyst (Data),17.0,3000.0,Monthly,6000.0,Executive
"Northstar @ Amk, 7030 Ang Mo Kio Avenue 5 569880",Wanco Manpower Pte Ltd,23 Feb 2019,24 Jan 2019,Permanent,"Roles & Responsibilities The person will join our Dynamic Data team to lead the Data projects to support our factory This will require leadership, autonomy and strong technical skills The data group objective is to ensure the data quality and to be the key person in the organization to understand the overall data models The job is based in our Semiconductor factory in (Singapore) and requires close work with people located in our headquarters in France Configuration of new products (BOM, Routings etc) in our MES Siview and our ERP Oracle eBusiness suite Management of Engineering Change Notes (evolutions in the configurations) Help users to define the requirements, validation of the demands, implementation Reference for application of the Data Acquisition corporate rules Documentation of the changes and of the operational procedures Development of relevant tooling to optimize the activities Work closely with other local team: IT CIM (automation), process, production, finance etc... Strong interaction with Data Acquisition team located in France ","Requirements Bachelor’s degree in engineering, IT or related field required. (M) 3 to 5 years of related experience, prior experience in the semiconductor industry desired.(M) Technical skills: DB2, SQL.(M) Proficiency with MES system Siview.(plus) Working level communication skills in French, desired.(plus) Demonstrated leadership skills and coordinate on-site and remote teams Highly organized, practical, analytical and detail oriented Ability to multi-task, prioritize tasks, make critical decisions. Ability to work independently as well as in a team environment. Ability to work productively with frequent interruptions. Flexible schedule and able to work the hours required to meet deadlines. ",It Product Data Management Senior Engineer,2.0,3500.0,Monthly,5300.0,Executive
"Aia Tower, 1 Robinson Road 048542",Amazon Web Services Singapore Private Limited,23 Feb 2019,24 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesAre you an experienced data warehouse and big data analytics specialist? Do you like to solve the most complex and high scale data challenges in the world today? Do you want to have an impact in the development and use of new data analytics technologies? Would you like a career that gives you opportunities to help customers and partners use cloud computing web services to do big new things faster, at lower cost?  At AWS, we’re hiring highly technical cloud computing architects to collaborate with our customers and partners on key engagements. Our consultants will develop and deliver proof-of-concept projects, technical workshops, and support implementation projects. These professional services engagements will focus on customer solutions such as batch data processing, designing and deploying future state of fully managed, petabyte-scale data warehouse service and assist in building or designing reference configurations to enable our customers and influence Redshift adoption.  Responsibilities include:  Employ customer facing skills to represent AWS well within the customer’s environment and drive discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation Write and produce technical documentation, knowledgebase articles Work closely with AWS Redshift teams at all levels to help ensure the success of project consulting engagements with customer Work directly with customers’ technical resources to devise and recommend solutions based on the understood requirements Help design and implement Redshift Cluster architectures and configurations for customer Demonstrated ability to think strategically about business, product, and technical challenges in an enterprise environment. Consulting with Customer to troubleshoot error conditions and migrate load processes from Appliance DWH system (e.g. Netezza, Teradata) to AWS Redshift Consulting with Customers in optimal design of database projections Analyze complex distributed production deployments, and make recommendations to optimize performance Highly technical and analytical, possessing 5 or more years of IT platform implementation experience Keep current with the NoSQL and MPP ecosystem technologies Developing innovative solutions to complex business and technology problems Travel up to 50% ","RequirementsBasic Qualifications  5+ years of experience in DBA or application DBA activities Understand high availability concepts Understands server tuning concepts (parameters, resources, contention, etc) Backup / restore/ Disaster Recovery experience Experience with data warehousing concepts and techniques including extensive knowledge and use of star schema Experience in optimization techniques such as projections and partitioning Able to write, tune SQL queries Understand column store databases Scripting language (bash, perl, python) Proven ability in managing databases of 1-10TB in size (Vertica, Greenplum, Netezza, AsterData, Paracel, Exadata) Understanding of OLTP vs OLAP data administration needs Experience in ETL/ELT workflow management Understanding and ability to participate in all phases of the SDLC including requirements gathering, business analysis, configuration management and quality control  Preferred Qualifications  5+ years of experience in DBA or application DBA activities Understand high availability concepts Understands server tuning concepts (parameters, resources, contention, etc) Backup / restore/ Disaster Recovery experience Experience with data warehousing concepts and techniques including extensive knowledge and use of star schema Experience in optimization techniques such as projections and partitioning Able to write, tune SQL queries Understand column store databases Scripting language (bash, perl, python) Proven ability in managing databases of 1-10TB in size (Vertica, Greenplum, Netezza, AsterData, Paracel, Exadata) Understanding of OLTP vs OLAP data administration needs Experience in ETL/ELT workflow management Understanding and ability to participate in all phases of the SDLC including requirements gathering, business analysis, configuration management and quality control ",Big Data Consultant,3.0,15000.0,Monthly,25000.0,Professional
"Symbiosis, 3 Fusionopolis Way 138633",Mann+Hummel Ventures Pte. Ltd.,23 Feb 2019,24 Jan 2019,Full Time,"Roles & Responsibilities Advocate, evangelize and build data-fuelled products and services that help our customers improve filtration. Advocate, evangelize and build data-fuelled services that help our internal customers improve their operations. Dig in and become an expert on our filtration technology datasets. Provide insight into leading analytic practices, design and lead iterative learning and development cycles, and ultimately produce new and creative analytic solutions that will become part of our core deliverables. Work with cross-functional team members to identify and prioritize actionable, high-impact insights across a variety of core business areas. You will lead applied analytics initiatives that are leveraged across the breadth of our solutions for Automotive, Industrial, Air, and Water filtration. Research, design, implement and validate cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes. Provide expertise on mathematical concepts for the broader applied analytics team and inspire the adoption of advanced analytics and data science across the entire breadth of our organization Implement PoC and PoV to test and validate the proposed analytics or algorithm Benchmark and recommend best solutions to implement our big-data and machine learning algorithm on our cloud infrastructure ","Requirements Ph.D. or Master’s Degree in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline. Deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms. more than 5 years of experience delivering world-class data science outcomes Able to solve complex analytical problems using quantitative approaches with your unique blend of analytical, mathematical and technical skills. Passionate about asking and answering questions in large datasets, and you are able to communicate that passion to product managers and engineers. Keen desire to solve business problems, and live to find patterns and insights within structured and unstructured data. You propose analytics strategies and solutions that challenge and expand the thinking of everyone around you. Expert in analysing large, complex, multi-dimensional datasets with a variety of tools. You are accomplished in the use of statistical analysis environments such as R, MATLAB, SPSS or SAS. Experience with BI tools such as Tableau and Micro-strategy. You’re as comfortable with relational databases as you are with Hadoop-based data mining frameworks. You are familiar with SQL, Python, R, Go, Java and C/C++. Comfortable with fast paced, test-driven, collaborative and iterative engineering environment. You love learning, data, scale and agility. You excel at making complex concepts simple and easy to understand by those around you. You’re driven to show the world the power of applied analytics. Knowledge or previous experience with Amazon Web Services or other major public cloud provider is a plus Knowledge or previous experience with Docker technology is a plus English written / spoken Able to multitask and execute with a positive ""can do"" attitude Able to learn fast through self-directed interdisciplinary research ",Data Scientist,5.0,7000.0,Monthly,8350.0,Manager
"Suntec Tower Three, 8 Temasek Boulevard 038988",Graebel Apac Center Pte. Ltd.,23 Feb 2019,24 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesWorldwide Mobility and Relocation Solutions in 165 Countries Join the Graebel team to build or expand your new career! We provide talent mobility and relocation solutions to Global 1000 firms and their employees. We pride ourselves on delivering exceptional customer service, and believe that happy and fulfilled employees make it happen. They innovate, take ownership of their work, and as a result, take great care of our internal and external clients. We value truth, love and integrity where you help foster an environment of respect, honor, and caring for those that interact with us. If you are ready to make a career move, please get in touch with us. We are looking for exceptional people who want to make a difference in the world.     The Data Scientist is the subject matter expert for statistical techniques, tools and methodology. He/she uses structured methodologies to understand the project, perform data-gathering, conduct complex statistical/mathematical data analysis, and build tools and solutions for stakeholders and customers. Responsibilities include the following:  Provide subject matter expertise on statistics and mathematical modeling Interact with stakeholders and clients to conduct project tasks Perform project chartering, design, and information-gathering activities Involved in decisions on project approach and methodology Conduct data analysis using various statistical and mathematical techniques Solutions design and development using basic IT tools Serve as statistics and mathematical expert Information-gathering with stakeholders and customers Project chartering and design Conduct data analytics and generate findings/insights Design and develop solutions Create any needed documentation as part of change management and deployment Present findings and solutions to stakeholders and customers ","Requirements 2-5 years of experience manipulating data sets and building statistical models. Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks. Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modelling, clustering, decision trees, neural networks, etc. Strong problem-solving skills with an emphasis on product development. Experience using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large data sets. Experience working with and creating data architectures. Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications. Excellent written and verbal communication skills for coordinating across teams.   ",Data Scientist,6.0,5000.0,Monthly,6500.0,Senior Executive
"Oue Downtown, 6 Shenton Way 068809",U3 Infotech Pte. Ltd.,07 Feb 2019,24 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesPrimary Responsibilities:  • Understand large data sets, build data models to address business problems • Undertake data collection, pre-processing and analysis • Build predictive models and machine learning algorithms ","RequirementsThe role will involve analysis and extensive data crunching with good amount of hands on programming skills. This role requires following skills and experience:   • Proven experience (5+Years) as a Data Scientist or Data Analyst • Good knowledge on cloud technologies especially Microsoft Azure. • Experience in data mining • Understanding of machine-learning and operations research • Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset • Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop) • Analytical mind and business acumen • Strong math skills (e.g. statistics, algebra) • Problem-solving aptitude • Excellent communication and presentation skills     Candidate should possess good soft skills as mentioned below:  • Should possess excellent problem solving and is able to work effectively in a less structured environment and manage time. • Excellent verbal and written communication skills • Work closely with onsite and offshore team members • Willing to travel to the customers locations on need basis outside of Singapore    Interested applicants, please send CVs in WORD format directly to roopinder@u3infotech.com. *Please note only shortlisted candidates will be contacted.",Data Science Lead Consultant,1.0,6000.0,Monthly,8500.0,Professional
"Shaw Centre, 1 Scotts Road 228208",Adecco Personnel Pte Ltd,23 Feb 2019,24 Jan 2019,Contract,Roles & ResponsibilitiesThe Job  Analysing and grading large sets of data relevant to specific markets Investigating and providing feedback on issues reported Validating and correcting data from external sources ,RequirementsThe Talent  Min degree/diploma in any discipline. Strong web analytical and problem solving skills Hands on experience on quantitative analysis are required. Outstanding relationship building and problem solving skills. Required to have good geographical knowledge and the written local language of Korea ,Quality Data Analyst,3.0,3500.0,Monthly,4800.0,Junior Executive
"Shaw Centre, 1 Scotts Road 228208",Adecco Personnel Pte Ltd,23 Feb 2019,24 Jan 2019,Contract,"Roles & ResponsibilitiesExperience in analysing large data sets and generating reports that identify patterns. Description  Accountable for the day-to-day evaluations for the Japanese Market and ensuring projects are completed on time.  Oversee the quality of ratings, collaborate and provide feedback Create high quality reports analyzing the issues and patterns  and provide insights to the backend team Able to train and lead fellow Analysts. Explore new relevance algorithms and features by rating pages and providing feedback to the backend team for improvement. Use metrics and query logs to uncover relevance and data issues and suggest chain     ","Requirements This role supports the Japan market and need to be proficient in Japanese language and cultural Works well with multi-functional teams, Engineers/Data Scientists who build complex algorithms. Ability to work effectively in a team environment with strong interpersonal skills. Strong quantitative skills, including analytical abilities and math proficiency. Strong analytical and problem-solving skills. Excellent verbal and written communication skills. Ability to work successfully with teams on multiple projects under tight deadlines. High attention to detail. Enthusiastic in bringing new, innovative ideas Proficient in Excel and sensitive to numbers ",Data Analyst,2.0,3500.0,Monthly,5800.0,"Fresh/Entry Level, Executive"
"Trivex, 8 Burn Road 369977",Sandbox Consulting Pte. Ltd.,23 Feb 2019,24 Jan 2019,Permanent,"Roles & ResponsibilitiesDelivering New Application Solution and Design Business engagement – requirements analysis, acts as a product owner and prioritize backlog Hands on Development on frameworks Subject matter expert in any one of these domains – E/M-Commerce, Customer / Partner relationship management, Card & Wallet Payment Landscape(initiation to settlement), Gaming Distribution and Gamer Community, Small & Medium Enterprises Define system-level application architecture that includes high-level design, architectural policies and principles, design and programming guidelines, implementation risks and mitigation measures, software development and integration strategies, software configuration controls, etc Maintain control over the solution throughout the entire software development lifecycle by continuously making critical adjustments to the solution to ensure desired results are achieved  Involve in requirement analysis phase to ensure the implementation feasibility of functional specifications. Highlight requirement gaps, disproportional construction efforts, technical challenges and any other issues to business analyst teams Provide technical leadership in the development through established design and development methodologies, to ensure system meets functional and system requirements  Engage customers to explain the rationale of architecture’s selection, or other technical issues Ensure best practices, frameworks and re-useable components are employed in the development project Understand Information Security standards, methodologies and practices. Design and deliver complex security solutions that integrate an effective and efficient network infrastructure design. Trouble-shoot technical problems faced by the team. Experience in designing solutions using appropriate platforms and system technologies such as enterprise database design, web and application server and network technologies  Experience in payment or telco billing related system is good to have. Ability to lead, develop and maintain respectful and trusting relationship; Ability to setup the product backlogs for iterative development Proficient in written and spoken English Able to travel as required   Primary Skill Set Good working knowledge of Amazon Cloud Services such as EC2, EBS, S3, ELB, ElasticCache, CloudFront, Route53, RDS, Kinesis, DynamoDB, etc Data Modeling Experience, designing LDM/PDM using RDBMS or NoSQL Database migration experience (e.g. upgrading RDBMS versions, moving from RDBMS to NoSQL) Practical knowledge in Agile and DevOps environments, open source technologies and related tools.","RequirementsDelivering New Application Solution and Design Business engagement – requirements analysis, acts as a product owner and prioritize backlog Hands on Development on frameworks Subject matter expert in any one of these domains – E/M-Commerce, Customer / Partner relationship management, Card & Wallet Payment Landscape(initiation to settlement), Gaming Distribution and Gamer Community, Small & Medium Enterprises Define system-level application architecture that includes high-level design, architectural policies and principles, design and programming guidelines, implementation risks and mitigation measures, software development and integration strategies, software configuration controls, etc Maintain control over the solution throughout the entire software development lifecycle by continuously making critical adjustments to the solution to ensure desired results are achieved  Involve in requirement analysis phase to ensure the implementation feasibility of functional specifications. Highlight requirement gaps, disproportional construction efforts, technical challenges and any other issues to business analyst teams Provide technical leadership in the development through established design and development methodologies, to ensure system meets functional and system requirements  Engage customers to explain the rationale of architecture’s selection, or other technical issues Ensure best practices, frameworks and re-useable components are employed in the development project Understand Information Security standards, methodologies and practices. Design and deliver complex security solutions that integrate an effective and efficient network infrastructure design. Trouble-shoot technical problems faced by the team. Experience in designing solutions using appropriate platforms and system technologies such as enterprise database design, web and application server and network technologies  Experience in payment or telco billing related system is good to have. Ability to lead, develop and maintain respectful and trusting relationship; Ability to setup the product backlogs for iterative development Proficient in written and spoken English Able to travel as required   Primary Skill Set Good working knowledge of Amazon Cloud Services such as EC2, EBS, S3, ELB, ElasticCache, CloudFront, Route53, RDS, Kinesis, DynamoDB, etc Data Modeling Experience, designing LDM/PDM using RDBMS or NoSQL Database migration experience (e.g. upgrading RDBMS versions, moving from RDBMS to NoSQL) Practical knowledge in Agile and DevOps environments, open source technologies and related tools.",Data Architect,2.0,6000.0,Monthly,12000.0,Senior Management
"Keppel Bay Tower, 1 Harbourfront Avenue 098632",Eire Systems Singapore Pte. Ltd.,23 Feb 2019,24 Jan 2019,Full Time,"Roles & Responsibilities Direct the planning and execution of the APAC Datamart project. Advice / guidance on the Program direction to APAC regional management team in coordination with the Regional Agency Team and Regional IT Delivery Management. Convene and chair relevant Steering Committees/working groups specific to the execution of the Program. Plan and execute projects within defined budgets and timeframes. Facilitate issue escalation and communication to senior management. Facilitate program change control during Program planning and execution and agrees priorities with the various Program constituents. Manage stakeholder expectations. Ensures all program risks, issues and dependencies are tracked and monitored with proper mitigation and resolution plans. Work with legal & technical team to obtain relevant regulatory approvals for the project. Build and maintain an open and transparent relationship with respective stakeholders. Support program team members in the region and act as an escalation point to resolve any blockers or issues that are raised. Ensure the team are actively engaged in the program and adequately supported / resourced to deliver the program. ","Requirements Proven, complex program management capability, primarily within insurance/financial services businesses. Previous experience working on Globally-led programs overseeing APAC countries. Understands the need to communicate and build strong relationships with stakeholders at various levels in a highly matrixed organisation. Excellent knowledge of project management methodologies, tools and templates (includes project planning, schedule development, scope management and cost management). Comfortable with public speaking and presentation to senior management-level audiences. Can work in high pressure, demanding environments and deliver high quality results. Strong insurance industry experience with exposure to agency as distribution channel, is a plus. Previous experience in managing Data / CRM projects is a plus. Preferably certified PMP and Agile trained. ",Program Manager- Data /  Crm,7.0,7000.0,Monthly,10000.0,Manager
165 Bukit Merah Central 150165,Bim  Professional Consultancy Pte. Ltd.,23 Feb 2019,24 Jan 2019,Full Time,"Roles & Responsibilities BIM/CAD consultation and related services (i.e., model integration, scheduling attributes using modeled info, etc.) for design, construction, and post-construction activities. Collect, integrate, and audit BIM/CAD data and processes as defined in the BIM/CAD Requirements, design codes and authority regulation. Audit model and BIM data to insure data integrity and consistency Trouble-shoot & resolve BIM issues pertaining to BIM projects Manage model data to facilitate model coordination between multiple disciplines and sub-contractors Participate as an observer and auditor role for our customer in project BIM meetings Collaborate and communicate with multiple disciplines and sub-contractors to deliver and/or manage BIM/CAD data Audit and report project metrics related to the BIM model and data as defined by the customer’s team Generate progress & status reports for BIM/CAD projects Support and educate the customer’s team to utilize BIM data ",Requirements Knowledge of producing Construction Drawings. Past working experience in drawings documentation. Working exeperience in Interior BIM Project. Atleast 2 years working experience. Must know Autodesk Revit and Navisworks. ,Bim Consultant,5.0,3000.0,Monthly,4000.0,Professional
,Russell Reynolds Associates Singapore Pte. Ltd.,10 Feb 2019,24 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Director of Operations for Asia Pacific reports to the Regional Coordinator of the region. It is a senior role with a seat at the Asia Pacific Leadership Team. S/he will be responsible for representing and developing the regional research team (~50 members), and driving top priority projects with the Regional Coordinator, Country Managers, Sector Leaders and Human Capital Director for the region. The Director of Operations for Asia Pacific will be responsible for: Leading and representing the regional Research community  Setting the strategy, shaping and enhancing the Researcher career experience, provide systematic approach in recruiting, training and developing, evaluating, promoting and retaining top quality researchers  Act as the sounding board and confidant for the Research Community in APAC. Represent the Research Community in Asia Pacific Leadership Team meetings  Represent APAC in global research strategy setting and discussions, work with global leaders on defining locally relevant KPIs and career development paths for the Research Community  Championing and raising awareness of new initiatives affecting / involving the research community Developing the regional Research team  Managing and delivering a best in class, high performing regional research team in conjunction with Country Managers and Regional Coordinator/s, who are: - motivated - well trained - appropriately measured - appropriately compensated - kept up to date with firm communications - highly effective in supporting Consultants and their clients - collaborative and work well together as a team Working closely with country Research Directors, Country Managers, Sector leaders and act as a major influencer in:  Researcher recruitment  Work allocation and balancing  Troubleshooting key issues  Performance evaluation, promotions and compensation reviews  Working closely with Human Capital and Learning and Development team to set the agenda for career development, training and on-going development modules for Researchers  Instill quality mindset into Research workflow and training, on-going evaluation to drive high standard outputs and data quality  Bring new thinking into how research can enhance productivity and add real value in a constantly evolving and competitive landscape. Identifying and developing opportunities for continuous improvement and modernization  Understanding how the competition and other professional services firms manage research and developing the RRA response to market changes and new developments Championing Data Quality for the region  Act as Project Manager and lead a team of Data Quality Auditors in each country to drive Data Quality implementation  Holding Country Managers, Sector Leaders, Consultant and Researcher communities accountable for high quality data inputs  Provide inputs and recommendations on data and system improvements based on business needs  Liaise with other departments on implementation of firm-wide initiatives, e.g. Legal on off-limits decisions. Location for this role will ideally be Hong Kong or Singapore.","RequirementsThe ideal candidate will possess a combination of some or all of the following characteristics:  Minimum of 15 years’ experience in top notch professional services firms or multinational companies  Proven track record driving and implementing transformation programs for own company or external clients  Demonstrated leadership capabilities including leading and developing teams, performance management, resource allocation, developing strategies, providing thought leadership  Strong presence and gravitas, ability to lead through influence and manage hold broad range of senior stakeholders  High empathy, effective coach and mentor to team members across various stage of career progression. Ability to interact credibly and build rapport with individuals from all level of the organization  Knowledge of diverse commercial landscape across APAC locations and implications to business and people issues","Director, Operations For Asia Pacific",35.0,11000.0,Monthly,12000.0,Middle Management
79 Anson Road 079906,Mobilewalla Pte. Ltd.,23 Feb 2019,24 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesBackground Mobilewalla is a VC funded big data company that has created the largest consumer audience platform on mobile. This platform is fast becoming the go-to asset for global marketers seeking to execute data-driven marketing campaigns. Our engineers solve complex problems such as semantic data compression, statistical modeling of anomalous mobile data, real time analytics and high throughput, low latency transaction systems. We are looking for an engineer to join this team and help grow the platform.   Responsibilities You will work closely with your fellow engineers to develop large scale systems that process and act on massive amounts of data both in real time and offline. Specific responsibilities include: • Participate in the entire application lifecycle (defining requirements, designing, coding, debugging and production maintenance) • Write clean, performant code to develop functional applications; build reusable code and libraries • Deploy and take ownership of production environments • Learn new frameworks, technologies and approaches to help solve complex data problems • Work with fellow engineers and platform architects to define technical solutions Qualifications","Requirements• Programming experience in either Java or Scala • Pursuing or having received Bachelor’s or Master’s degree in Computer Science • At least 5 years of experience in developing software • Experience or interest in distributed (multi-tiered) systems, relational databases and noSql storage solutions • Collaborative and personable engineer who likes working with a team Preferred Qualifications • Enthusiasm for data analytics and big data toolset (Spark, Hive, Pig, Hadoop) • Work well with ambiguous/undefined problems; ability to think abstractly • Experience with AWS   Only shortlisted candidates will be notified. No calls from recruitment agencies please. ",Software Architect,0.0,7000.0,Monthly,8000.0,"Professional, Senior Executive"
"Trivex, 8 Burn Road 369977",Sandbox Consulting Pte. Ltd.,23 Feb 2019,24 Jan 2019,Permanent,"Roles & ResponsibilitiesMinimum of 10 Years and maximum of 12 years’ experience in visualization using Tableau of 6-7 Years. ·         Experience responsibility for system specification, application design and development, performance tuning and produce high quality deliverables. Responsible for the design, development and deployment of List, Cross Tab, Charts, Dashboard and multi-dimensional reports. ·         Experience working with business users to develop data visualizations, dashboards and reports using Tableau. ·         Hands on experience integrating Tableau to Teradata and building reporting dashboards. ·         Hands on experience using Tableau features to design, develop and support Tableau visualizations, analytical dashboards and highly interactive dashboards. ·         Experience working with large databases and data warehouses such as Teradata, SQL Server, Oracle. ·         Expert in data mining, analysis, modeling, aggregations, with knowledge of relational databases and data warehouse methodologies. ·         Should be hands on to do impact assessment, design, Build test and deploy New and enhancements of Tableau Dashboards or scorecards. ·         Develop and implement test plans to ensure successful delivery of a project. ·         Goods hands on trouble shooting the current issues and doing performance turning and should have sound knowledge on database concepts and complex queries. ·         Must have worked in Oracle database. ·         Must have Telecom Domain User experience. ·         Good experience in Customer management and communication. ·         Should be well versed with SDLC.","RequirementsMinimum of 10 Years and maximum of 12 years’ experience in visualization using Tableau of 6-7 Years. ·         Experience responsibility for system specification, application design and development, performance tuning and produce high quality deliverables. Responsible for the design, development and deployment of List, Cross Tab, Charts, Dashboard and multi-dimensional reports. ·         Experience working with business users to develop data visualizations, dashboards and reports using Tableau. ·         Hands on experience integrating Tableau to Teradata and building reporting dashboards. ·         Hands on experience using Tableau features to design, develop and support Tableau visualizations, analytical dashboards and highly interactive dashboards. ·         Experience working with large databases and data warehouses such as Teradata, SQL Server, Oracle. ·         Expert in data mining, analysis, modeling, aggregations, with knowledge of relational databases and data warehouse methodologies. ·         Should be hands on to do impact assessment, design, Build test and deploy New and enhancements of Tableau Dashboards or scorecards. ·         Develop and implement test plans to ensure successful delivery of a project. ·         Goods hands on trouble shooting the current issues and doing performance turning and should have sound knowledge on database concepts and complex queries. ·         Must have worked in Oracle database. ·         Must have Telecom Domain User experience. ·         Good experience in Customer management and communication. ·         Should be well versed with SDLC.  ",Tableau Lead,2.0,6000.0,Monthly,10000.0,Senior Management
