company_location,company_name,date_expiry,date_posted,employment_type,job_description,job_requirements,job_title,num_apps,salary_lower,salary_type,salary_upper,seniority
,Company Undisclosed,06 Feb 2019,07 Jan 2019,Full Time,"Roles & ResponsibilitiesCOMMERCIAL MANAGER (JAPANESE SPEAKING) - SINGAPORE   Kpler is an intelligence company providing transparency solutions in energy markets. We develop proprietary technologies that systematically aggregate data from hundreds of sources ranging from logistical and commercial, to governmental and shipping databases. By connecting the dots across fragmented information landscapes, we are able to provide our clients with unique, real-time market coverage. We rely on intelligent people to build intelligent software. Our team is composed of individuals from various backgrounds, with diversified skill sets and international experiences. Our clients are players across the energy market spectrum - oil and gas majors, trading houses, public utilities, shipping companies and even hedge funds.   Who are we looking for?   We are hiring for a Commercial Manager role in Singapore to grow our regional account portfolio. The role requires to meet all of oil & gas trading and supply companies based in Japan and Korea and provide them with our solution to track the market across different commodities and supply chains. The successful candidate will be able to upsell to the existing client base and look for new business opportunities. You will be expected to attend meetings to present Kpler's offerings to traders, analysts, operators or shipping teams in Japan and Korea. You will work closely with our market analysts and product specialists to deliver the service needed by our clients. Frequent travels to Japan and Korea are expected. You will be selling a disruptive technology solution in commodities market.","RequirementsWHAT WE ARE LOOKING FOR   You could be a good fit if...   ... You have up to 5 years of sales and account management experience in Energy or Commodities ...Proven track record of successfully developing new business and managing multiple client relationships. … Experience in selling solutions software … Excellent customer service, listening and negotiation skills. … Capability to analyse needs … Fluent in Japanese language and business culture due to the nature of the market this role will support   Top reasons to join the team:   Our team is diverse; we are represented by over 15 nationalities speaking 10 different languages, with offices in 5 different countries. Kpler has become the industry standard in LNG, LPG and Oil tracking. Our client base has increased exponentially in tandem with our expanding market share, and our product slate continues to strengthen considerably.   careers.kpler.com",Commercial Manager (Japanese Speaking),4.0,4000.0,Monthly,7000.0,Manager
,Company Undisclosed,06 Feb 2019,07 Jan 2019,Full Time,"Roles & ResponsibilitiesThe Accounts Executive/Accounts Assistant reports to the Accountant to support the finance department in carrying out the responsibilities of the accounting department. He/She covers duties such as work that is specific to accounts receivable, accounts payable, tax filing, data compilation, billing, payroll or other accounting tasks. He/She works specifically with accruals, fixed assets accounting or the monthly and yearly finalisation of accounts for audit purposes. He/She assists with the preparation of trial balance, basic financial statements and simple consolidated financial statements. He/She may be called on to participate in ad-hoc finance-related projects and systems testing when necessary. ","Requirements~ Assign account codes to all transactions in the accounting system.  ~ Calculate customer/supplier account balances and reconcile with totals.  ~ Compile the relevant business documentation used in banking processes.  ~ Enter accurate and timely data into the accounting system.  ~ Maintain accurate financial records and statements.  ~ Perform month-end closing activities.  ~ Process payroll transactions into the organisations accounting system.  ~ Record and process all business transactions within the organisations accounting system using principles of double-entry accounting.  ~ Record transactions and events relating to inventory, accruals, prepayments, capital structure and finance costs.  ~ Record transactions and events relating to sales, purchases, receivables, payables and cash.  ~ Retrieve system reports from the accounting system for managements use.  ~ Use relevant IT systems and tools effectively for data analysis. ",Accounts Executive,5.0,2500.0,Monthly,3000.0,Executive
,Company Undisclosed,06 Feb 2019,07 Jan 2019,Permanent,"Roles & ResponsibilitiesPosition Overview Oversees the safe, economic and efficient operation of ships assigned, and ensures ships are managed and operated in accordance with organisational policies, operating procedures and management systems. Responsible to analyse risks and ensures that all procedures are adhered to and comply with International Safety Management (ISM) Code and classification rules. Incumbent must be well organised and  competent to work in a team and will be required to sail on-board ships occasionally.   Key Responsibilities & Accountabilities Oversee ship compliance to regulatory requirements and legislation  Ensure compliance with International Maritime Organisation (IMO), Port and Flag State rules and regulations Timely execution of surveys and certificates renewals and placement of documents on board ships  Manage maintenance of ships to ensure seaworthiness  Provide daily technical and operational support and guidance to the ships, ensuring the conditions and maintenance standards adhere to organisation procedures Manage and execute the arrangement for dry dock-based repair and maintenance of ship, and oversees yard activities Coordinate with manufacturers, service engineers and contactors for ship repairs and maintenance issues Monitor ship defects list and ensure follow-up is carried out to address defects Prepare ship specifications and evaluate tenders  Manage risk compliance and resource planning  Manage compliance to risk management frameworks, policies and processes Analyse risk management data to identify gaps and propose corrective measures Maintain the cyber security of the ship by facilitating and guide the crew with Company’s cyber security guidelines. Ensure ships maintain adequate supply of critical and spare parts  Acts as a back-up contact person for team colleagues when they are traveling to ensure that ships are provided with office support at all times  Manage ship budget and expenditure  Manage ships’ budget and expenditure by monitoring operating costs Submit regular reports on budget, key performance indicators and targets in a timely manner  Service client accounts  Provide regular updates to clients/ ship owners on ship status Act as the point of contact with regards to ship matters Maintain cordial relationships with clients/ ship owners  Oversee crew management matters  Brief crew on organisation policies, documentation and procedures Ensure ships’ team members are well trained, coached and mentored with proper certification as required Participate in recruitment and selection of senior crew personnel and handle the annual appraisal exercises to determine their career progression and development ","RequirementsQualifications                                                                                                                                        Engineer Officer Qualification, with First Class Chief Engineers Motor license from an IMO white list country being preferred. Candidates with a Post Graduate Degree in Marine Engineering/Naval Architecture/Mechanical Engineering or other related discipline may be considered. Computer literate (MS Office & Outlook). Exposure to computerized planned maintenance systems used in the Marine Industry will be an advantage. Fluent in spoken and written English  Experience  Minimum of 2 years sailing experience in a Senior position onboard or similar Senior Engineering position within the Marine Industry. Candidates with suitable alternative qualifications and experience within the Maritime Industry may be considered.  Key Knowledge Areas  Good understanding of the various types of compliance requirements:     Classification society standards and requirements Statutory survey requirements and procedures International Safety Management (ISM) code, International Ship and Port Facility Security (ISPS) code, and Port and Flag State Regulations International Labour Organisation (ILO) International Convention for the Safety of Life at Sea (SOLAS) MARPOL Convention Workplace Safety and Health (WSH) legislation and procedures   Ship repair infrastructure available at various locations worldwide ",Technical Superintendent - Tanker / Bulk Carrier,25.0,10000.0,Monthly,13000.0,Professional
,Company Undisclosed,06 Feb 2019,07 Jan 2019,Full Time,"Roles & ResponsibilitiesProvide research assistance to Professor in the research projects related to decentralization and public finance in China, Indonesia, and Singapore. Tasks include:  Collecting and analyzing statistical data, preparing and administering surveys and experiments Drafting literature review Assisting in the coordination and administration of the research projects Copy-editing and proof reading Performing other duties as assigned ","RequirementsJob Requirements  A Master’s degree in Public Policy, Economics, Political Science, or related discipline. Candidates with expertise in one or more of the following are especially encouraged to apply Public finance and decentralization Development policy Self-motivation and strong analytical skills Excellent spoken and written English Ability to use popular academic software (MS Office, Endnote, and etc.) Quantitative/statistical skills, including ability to use statistical software and perform intervention and experimental studies a plus ",Research Assistant (Contract) (Lkyspp),2.0,2500.0,Monthly,4850.0,Professional
,Company Undisclosed,06 Feb 2019,07 Jan 2019,"Permanent, Full Time","Roles & ResponsibilitiesDirectly reporting into the Trading Manager, the Social Media Trader is responsible for the delivery of social media buying operations for a portfolio of clients. S/He will be responsible for:  the delivery of social media trading for a portfolio of clients and to the development and implementation of consulting services. overseeing social media campaigns, the customer satisfaction and the ability to take advantage of the offer Socialyse for the success of their strategic objectives.  Campaign optimization   Strategize, plan and buy online media social campaigns via the Socialyse platform Perform in-depth analysis of campaigns using internal reporting tools and third party tools Create new campaigns and targeting strategies alongside creating social ad formats Advise and develop the best copy, image approaches to maximise campaign success Manage budgets to ensure proper allocation in accordance with goals  Conduct competitive benchmarking and selection for campaigns  Daily campaign pacing adjustments to deliver campaign budgets and ordered units Daily campaign optimizations using BI (Business Intelligence) tools and Excel based data analysis. Weekly analysis of top performing domains Minimum weekly analysis of 3rd party statistics Communicate with clients regarding needs, results, etc.  Proactively offer strategic campaign recommendations to the client Provide research for and write media Point-Of-Views (POVs).  Reporting   Define, monitor, and analyze key performance indicators for continuous improvement of marketing campaigns  Provide monthly reporting & analysis to clients. Must monitor campaign results and analyze/report key metrics as needed Daily reporting updates for Trading Managers Weekly reports to agency partners Weekly report of management statistics for their campaigns (performance, pacing etc.) Ad hoc reporting requested by senior traders  Career Development   Develop an understating of A/B and split testing methodologies Deploy testing methodologies on campaigns under the direction of Trading Managers Actively take part in new product testing and implementation; proactively feedback to Trading Managers and Local Head. Develop an understanding of the wider programmatic ecosystem and the modern media agency     ","Requirements 2+ year of experience in media trading Good knowledge of digital advertising landscape; specifically in social media and social performance channels (Facebook, Twitter, Linkedin…) Experience in delivery for major brands in terms of media planning/buying Good understanding of the operational process of running media trading operations Highly numerate and comfortable with data processing and interpretation Interested in technology and social media platforms A keen problem solver An understanding of online delivery technology, especially marketing technology (e.g. cookies, adservers, etc.) Strong knowledge of Microsoft office (Word, Excel, Powerpoint) Excellent organizational, project management skills with the ability to work under tight timelines Excellent verbal and written communication skills for effective communication and presentation to stakeholders, including management, marketing, creative, production, local agencies and outside vendors Good attention to detail and process oriented Strong work ethic, self-motivated and able to take initiative ",Social Media Trader,3.0,2600.0,Monthly,3500.0,Manager
"Aia Tower, 1 Robinson Road 048542",Company Undisclosed,06 Feb 2019,07 Jan 2019,Full Time,"Roles & ResponsibilitiesAmazon is looking for an exceptional Human Resource Business Partner (HRBP) to drive the development and implementation of the HR strategy in support of our HR teams in APJC ( Asia Pacific Japan and China).   In this position, you will partner with various business leaders along with their respective leadership teams to develop and execute the HR strategies and activities that foster growth, drive results and increase organizational effectiveness. You must be able to understand business priorities and translate them into a people agenda that supports the business. You will also be responsible for implementing annual HR programs such as performance reviews, promotions, compensation planning and succession planning, as well as action plans resulting from talent reviews as well as employee/manager feedback with your client groups. You will partner with your clients throughout the planning and execution of these programs, tying them back to the business priorities and long term goals. You will also work to review and advise on organizational design and structure, provide change leadership and management coaching, as well as design and deliver management training. The individual in this role will play a key role in culture building/assimilation as well as employee engagement. In this role, you will have the opportunity to participate in regional projects and in the development and implementation of internal processes, policies and programs as they may relate to benefits/compensation, employee engagement, process improvements, career development and employee/manager development.  We are looking for a Human Resource professional who has the ability to diagnose issues, use data and insights to develop appropriate solutions and influence outcomes. The individual in this role must be able to interface effectively with leaders, peers and employees at all levels of the organization. You will need business acumen, excellent communication and influencing skills, strong problem solving skills, analytical skills, the ability to think and plan for the long term and have strong project management skills. The individual also needs to have the level of professional maturity to coach and consult with Senior level HR leaders.","Requirements Degree or certification in Human Resources Management or related field. Candidate should have at least 10-15 years of experience in a HRBP role Broad knowledge and experience in human resource management Experience partnering with multiple business leaders in a complex and fast paced business setting which is in high growth mode Strong business partnering skills and HR acumen, including problem solving skills, critical thinking abilities, coaching skills, project management abilities Knowledge of employment law in Singapore and various APJC (India, Australia, China, Japan, Singapore, South Korea) would be a definite advantage Ability to influence and partner with different levels of the organization and across countries to achieve results Excellent communication (verbal, written and listening) and presentation skills Ability to work independently and coach and consult with Senior  	HR leaders on people matters Able to travel, as appropriate.   Experience working in a high-tech environment Experience delivering and facilitating training Team building and team development capabilities Change management capabilities HR Experience in APJC would be a plus Ability to manage a region with minimal direction and supervisory support ",Senior Human Resource Business Partner,36.0,,,,Manager
,Company Undisclosed,06 Feb 2019,07 Jan 2019,Permanent,"Roles & Responsibilities Manage regular strategic intelligence (gathering and analysis) Support preparation of business reviews Support and participate in the long term plan exercise Support other team members to identify new development opportunities and elaborate development plans in partnership with affiliates Support and manage development projects including due diligence process, management of data room, preparation of agreements and dossiers for approval Organize and participate in workshops and seminars Perform other special projects assigned by manager ","Requirements Ability to understand quickly the issues and challenges of different business lines in the market, and to find and analyze information about the market and the competitors Fresh graduate or candidate with less than 3 years working experience Able to work well under pressure, and multi-task effectively Good team player who is able to deliver results in a collaborative way Ability to speak French will be an added advantage ",Development Analyst,9.0,3500.0,Monthly,4500.0,Junior Executive
,Company Undisclosed,06 Feb 2019,07 Jan 2019,Permanent,"Roles & ResponsibilitiesJob Purpose Play a leadership role in the development of long-range of strategic plans and objectives through the identification of strategic issues and opportunities that could influence business growth and profitability.   Responsibilities  Be responsible for the definition of structure and execution of strategic initiatives through the development of work plans, gathering and generation of relevant data, driving analyses, and the development of actionable recommendations. Identify and develop strategic opportunities for the business with a view of diversifying the customer base and gaining an additional share of the market. Review feasibility of new markets as well as their potential growth opportunities. Provide short and long-term strategic recommendations to the bank’s executives that are meant to develop and capitalize business opportunities. Come up with strategies that inform the marketing, financial and channel planning for the business as well as target setting for weekly/quarterly/annual business plans as well as evaluate and recommend business portfolio frameworks, strategies, financial concepts, practices, programs, processes, and measures to be applied across the bank. Engage and support the business in numerous fronts in defining and refining business strategies with a specific focus on designing and implementing new strategic approaches, ideas, and processes that will grow the business and avail measurable results. Put in place performance measures that will determine the effectiveness of implemented strategies and identify areas for strategic improvement. Work with the bank’s executives and stakeholders in order to evaluate overall performance against targets and make necessary adjustments as is necessary, including establishing KPIs that the business will measure performances against and determine the effectiveness of the implemented strategies. Drive awareness and insightful analyses of the market and transaction trends as well as identifies and explores any adjacencies to the business in order to ascertain risks and opportunities. Define potential business models in order to realize profitability opportunities and also to avail insightful qualitative analyses as well as develop and implement strategic and analytical tools and processes. Draft regular analysis reports for senior strategy management, business leadership and executives, and relevant stakeholders for purposes of further decision making. Perform other duties as assigned from time to time. ","RequirementsProfile  Bachelor’s Degree in Business Administration, Industrial Management, Finance, Economics or relevant discipline; At least 5 years of progressively responsible experience in similar capacity; Proven ability to generate new outlooks of the business on the market, for example, through trend forecasting, experiential marketing, and innovation. Possess business acumen and solid financial grounding as well a proven and successful track record of developing and driving growth initiatives and identifying business opportunities in order to develop strategies that capitalize on those opportunities. Bilingual in English and Chinese (read, write and speak) as the incumbent needs to liaise with Mandarin-speaking associates in the course of work ",Head Of Business Strategy (Relocation Opportunity),8.0,,,,Middle Management
1 Raffles Quay 048583,Ernst & Young Solutions Llp,05 Feb 2019,06 Jan 2019,Permanent,"Roles & ResponsibilitiesOur Transaction Advisory Services (TAS) team works with clients to manage their capital agenda to drive competitive advantage and increased returns. As part of a global team of 10,000 professionals in 100 countries you will advise clients on preserving, optimising, raising or investing capital. Major groups (or, as we call them, sub-service lines and competencies) within TAS include Mergers and Acquisition Services, Project Finance, Restructuring Services, Operational Transaction Services, Transaction Support, Transaction Tax, and Valuation, Modeling & Economics. Join Valuation, Modelling & Economics and you join a team of experienced professionals who bring to clients excellence in accounting, taxation and financial due diligence. You will help guide clients through the model review, model support and model-build activities necessary to make key decisions and improve strategic outcomes. With over 1,600 valuation professionals worldwide, no similarly positioned global professional organisation can match our breadth of capabilities or our depth of resources.   The opportunity We currently have career opportunity for Associates specializing in Data Analytics to join our talented Business Modelling group within Transaction Advisory Services in Singapore. We work across all industries and operate in a broad range of disciplines including:  Decision support Data analytics and visualisation Simulation and optimization (Operational Research) Transaction evaluation Strategic planning and capital allocation Business case development Budgeting, forecasting and planning Other bespoke model development    ","RequirementsYour key responsibilities  Have a primary focus on data analytics in our decision support and business modelling services Serve as a member of a cross functional team contributing at each phase of the engagement lifecycle Demonstrate high levels of technical and professional knowledge and quickly assimilate new knowledge Proactively contribute as part of the engagement team that partners with client finance and operational professionals Identify issues, propose both strategies and technical approaches and deliver value-adding insights Have the ability to balance technical skills with project management and strong business acumen Maintain and develop positive, productive and professional relationships with clients Commit to developing knowledge, continue to learn and share knowledge with clients and other EY team members Stay abreast of current technology, business and economic developments relevant to our services and client's business    Skills and attributes for success    Ability to bring data analytics capabilities to a traditionally financially focused role, combine their proven experience in data analytics with an understanding of corporate transaction and/or general business acumen.   Appreciation of the key questions that clients may need answered to ensure a transparent, information rich decision making process.     Effectively communicate ideas and findings to a wide variety of stakeholders.   Be intellectually curious and committed to constantly improving their own skills.   Leaders with the ability to quickly anticipate and respond to the issues of constantly changing global economy.     To qualify for the role you must have   A bachelor's degree/master's degree and up to least 1 years of experience in developing descriptive and predictive analytics solutions    Degree in mathematics/statistics or data science  Strong data analysis skills including the ability to identify, extract, manipulate and use statistical methods to analyze large data sets Experience in use of statistical software packages (SAS, SPSS, R) and/or experience in visualization applications (Spotfire, Tableau, PowerView). Proficiency in Microsoft Excel is required and some level of VBA knowledge is also preferred but not essential to the role Experience with packages and development environments is highly advantageous but not essential; including simulation products (e.g. Witness, Simul8), optimisation products (CPlex, Xpress-MP) or programming environments (VB.net) Excellent analytical, communication, teamwork and interpersonal skills Capabilities in MS Word and PowerPoint are required Further studies in business or data science fields may also be beneficial to the role This role may also suit candidates with professional experiences in consulting, investment or commercial banking, strategy, venture capital or financial research who are looking to focus on transaction analytics    Ideally, you also have   Experience (work and/or study) in a data science related field with an interest in business or financial transactions.  ","Associates - Valuation, Modeling & Economics (Data Analytics), Tas",6.0,3000.0,Monthly,6000.0,Executive
1 Raffles Quay 048583,Ernst & Young Solutions Llp,05 Feb 2019,06 Jan 2019,Permanent,"Roles & ResponsibilitiesOur Transaction Advisory Services (TAS) team works with clients to manage their capital agenda to drive competitive advantage and increased returns. As part of a global team of 10,000 professionals in 100 countries you will advise clients on preserving, optimising, raising or investing capital. Major groups (or, as we call them, sub-service lines and competencies) within TAS include Mergers and Acquisition Services, Project Finance, Restructuring Services, Operational Transaction Services, Transaction Support, Transaction Tax, and Valuation, Modeling & Economics. Join Valuation, Modelling & Economics and you join a team of experienced professionals who bring to clients excellence in accounting, taxation and financial due diligence. You will help guide clients through the model review, model support and model-build activities necessary to make key decisions and improve strategic outcomes. With over 1,600 valuation professionals worldwide, no similarly positioned global professional organisation can match our breadth of capabilities or our depth of resources.   The opportunity We currently have career opportunity for Senior Associates specializing in Data Analytics to join our talented Business Modelling group within Transaction Advisory Services in Singapore. We work across all industries and operate in a broad range of disciplines including:  Decision support Data analytics and visualisation Simulation and optimization (Operational Research) Transaction evaluation Strategic planning and capital allocation Business case development Budgeting, forecasting and planning Other bespoke model development    ","RequirementsYour key responsibilities  Have a primary focus on data analytics in our decision support and business modelling services Serve as a member of a cross functional team contributing at each phase of the engagement lifecycle Demonstrate high levels of technical and professional knowledge and quickly assimilate new knowledge Proactively contribute as part of the engagement team that partners with client finance and operational professionals Identify issues, propose both strategies and technical approaches and deliver value-adding insights Have the ability to balance technical skills with project management and strong business acumen Maintain and develop positive, productive and professional relationships with clients Commit to developing knowledge, continue to learn and share knowledge with clients and other EY team members Stay abreast of current technology, business and economic developments relevant to our services and client's business    Skills and attributes for success    Ability to bring data analytics capabilities to a traditionally financially focused role, combine their proven experience in data analytics with an understanding of corporate transaction and/or general business acumen.   Appreciation of the key questions that clients may need answered to ensure a transparent, information rich decision making process.     Effectively communicate ideas and findings to a wide variety of stakeholders.   Be intellectually curious and committed to constantly improving their own skills.   Leaders with the ability to quickly anticipate and respond to the issues of constantly changing global economy.     To qualify for the role you must have   A bachelor's degree and up to least 2 years of (or a master's degree and up to 1-2 years of) experience in developing descriptive and predictive analytics solutions    Degree in mathematics/statistics or data science  Strong data analysis skills including the ability to identify, extract, manipulate and use statistical methods to analyze large data sets Experience in use of statistical software packages (SAS, SPSS, R) and/or experience in visualization applications (Spotfire, Tableau, PowerView). Proficiency in Microsoft Excel is required and some level of VBA knowledge is also preferred but not essential to the role Experience with packages and development environments is highly advantageous but not essential; including simulation products (e.g. Witness, Simul8), optimisation products (CPlex, Xpress-MP) or programming environments (VB.net) Excellent analytical, communication, teamwork and interpersonal skills Capabilities in MS Word and PowerPoint are required Further studies in business or data science fields may also be beneficial to the role This role may also suit candidates with professional experiences in consulting, investment or commercial banking, strategy, venture capital or financial research who are looking to focus on transaction analytics    Ideally, you also have   Experience (work and/or study) in a data science related field with an interest in business or financial transactions.  ","Senior Associates - Valuation, Modeling & Economics (Data Analytics), Tas",3.0,4100.0,Monthly,8200.0,Senior Executive
"Sungei Kadut Industrial Estate, 4 Sungei Kadut Street 2 729226",Samco Civil Engineering Pte. Ltd.,05 Feb 2019,06 Jan 2019,"Permanent, Full Time","Roles & Responsibilities Analyses financial status by collecting, monitoring and studying data; recommending actions.   Determines cost of operations by establishing standard cost; collecting operational data  Identifies financial status by comparing and analysing actual results with plans and forecasts  Guides cost analysis process by establishing and enforcing policies and procedures; providing trends and forecasts; explaining processes and techniques; recommending actions  Improves financial status by analysing results; monitoring variances; identifying trends; recommending actions to management.  Reconciles transactions by comparing and correcting data.  Maintains database by entering, verifying, and backing up data  Recommends actions by analysing and interpreting data and making comparative analyses; studying proposed changes in methods and materials.  Increases productivity by developing automated accounting applications; coordinating information requirements  Protects operations by keeping financial information confidential.  Contributes to team effort by accomplishing related results as needed. ","Requirements  Degree in Accounting, Finance, Business or equivalent.  At least 3 years of relevant work experience  Proficient in Microsoft Excel and Power point  Resourceful, independent, meticulous, organizational skills, strong analytical mind and eye for detail  Strong communication and inter-personal skills  Ability to prioritize tasks on hands and work under time pressure  Able to commence work immediately / short notice preferred ",Financial  Analyst,12.0,3000.0,Monthly,5000.0,"Manager, Executive"
"Sungei Kadut Industrial Estate, 4 Sungei Kadut Street 2 729226",Double-Trans Pte. Ltd.,05 Feb 2019,06 Jan 2019,"Permanent, Full Time","Roles & Responsibilities  Analyses financial status by collecting, monitoring and studying data; recommending actions.   Determines cost of operations by establishing standard cost; collecting operational data  Identifies financial status by comparing and analysing actual results with plans and forecasts  Guides cost analysis process by establishing and enforcing policies and procedures; providing trends and forecasts; explaining processes and techniques; recommending actions  Improves financial status by analysing results; monitoring variances; identifying trends; recommending actions to management.  Reconciles transactions by comparing and correcting data.  Maintains database by entering, verifying, and backing up data  Recommends actions by analysing and interpreting data and making comparative analyses; studying proposed changes in methods and materials.  Increases productivity by developing automated accounting applications; coordinating information requirements  Protects operations by keeping financial information confidential.  Contributes to team effort by accomplishing related results as needed.        ","Requirements  Degree in Accounting, Finance, Business or equivalent.  At least 3 years of relevant work experience  Proficient in Microsoft Excel and Power point  Resourceful, independent, meticulous, organizational skills, strong analytical mind and eye for detail  Strong communication and inter-personal skills  Ability to prioritize tasks on hands and work under time pressure  Able to commence work immediately / short notice preferred ",Financial  Analyst,14.0,3000.0,Monthly,5000.0,"Manager, Executive"
1 Raffles Quay 048583,Ernst & Young Solutions Llp,05 Feb 2019,06 Jan 2019,Permanent,"Roles & ResponsibilitiesJoin Valuation and Business Modeling and you join a team of experienced professionals who bring to clients excellence in accounting, taxation and financial due diligence. You will help guide clients through the model review, model support and model-build activities necessary to make key decisions and improve strategic outcomes. With over 1,600 valuation professionals worldwide, no similarly positioned global professional organization can match our breadth of capabilities or our depth of resources.   With so many offerings, you have the opportunity to develop your career through a broad scope of engagements, mentoring and formal learning. That’s how we develop outstanding leaders who team to deliver on our promises to all of our stakeholders, and in so doing, play a critical role in building a better working world for our people, for our clients and for our communities. Sound interesting? Well this is just the beginning. Because whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.   The opportunity We currently have career opportunity for Managers to join our Valuation & Business Modelling group within Transaction Advisory Services.  We work across all industries and operate in a broad range of disciplines including:    Decision support Transaction evaluation Strategic planning and capital allocation Business case development Budgeting, forecasting and planning Data analytics and visualization Other bespoke model development    Your key responsibilities As a Senior Associate within Valuation & Business Modelling you are likely to spend your day to day working on complex financial decisions, working with management on parts of the strategic client decisions and acquisitions and regularly undertake creation of financial models using data analytics techniques for strategic priorities. In your role you will:  Deliver financial modelling engagements for strategic planning, capital allocation, transaction support, investment appraisal, financial planning and reporting purposes Provide clients with modelling solutions, data analytics and analysis to address complex business problems Leverage technology, analytical tools and techniques to deliver insights and enhance the value and effectiveness of services provided Maintain and develop positive, productive and professional relationships with internal and external clients Work in a highly regarded team, which values collaboration, respect and knowledge sharing Work in close collaboration with other Transaction Advisory teams and the wider firm ","RequirementsSkills and attributes for success  Strong financial modelling skills Strong Excel skills Ability to conduct analysis, research and reporting to interpret, validate and reconcile complex data Ability to learn new data analytics tools and related software, including data visualization and database skills Excellent business English skills - both writing and verbal Strong numerical and analytical skills, with a demonstrated aptitude in quantitative and qualitative analysis Intellectual curiosity    To qualify for the role you must have  A Bachelor's or Master’s degree in accounting, business, finance, economics or mathematics At least 2-3 years of relevant work experience in the fields of: valuation, financial modelling, FP&A Strong financial modelling skills (Excel) and the ability to create fit for purpose financial models (e.g., cash flow, integrated financial statement, operational and decision support models) using best practice techniques and applying sound commercial judgment Strong knowledge on the concepts of accounting, finance theory and analysis, risk and return, capital budgeting and financial strategies, statistics and forecasting. Ability to learn / demonstrated capability in using visualisation software and managing large data sets (PowerBI, Spotfire, Tableau, Alteryx) Strong interpersonal and communications skills, with the ability to building internal and external networks A strong work ethic and the ability to adapt to new challenges in a collaborative team environment    Ideally, you also have  CPA or CFA or CVA (Charted Valuer and Appraiser) A proven record of excellence in a merger integration, acquisitions, divestitures, carve outs Experience gained within another large professional services organization Established networking skills in a relevant industry    About EY   As a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. This starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. So that whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2020 a reality.   If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible. Join us in building a better working world.    Apply today.  ","Senior Associates, Valuation, Modeling & Economics, Tas, Singapore",2.0,4100.0,Monthly,8200.0,Senior Executive
"Tan Boon Liat Building, 315 Outram Road 169074",Hne Consultants Pte. Ltd.,05 Feb 2019,06 Jan 2019,Full Time,"Roles & Responsibilities Main con Attractive salary that commensurate with work experience Opportunities for career advancement within the company  The BIM Manager will lead a BIM team of BIM Coordinators and Modellers for all disciplines from Design to Construction stage. A summary of the responsibilities of this position are, and not limited to, as follows:  Lead in BIM implementation, Standards, Modelling workflow & methodologies. Liaise with Project Manager on BIM/VDC implementation based on Project Needs and Requirement. Prepare, execute and maintain the BIM Execution Plan (BEP). Ongoing review of BIM Project Models, workflows and methodologies to ensure timely delivery of project deliverables. Creating and maintaining a high quality BIM model is of priority. Technical management of project BIM data sets. Liaise with team to ensure changes in procedure and standards are effectively communicated to project teams. Liaise and coordinate with client, consultants, sub-con and statutory bodies for cross-team support on BIM software.   Ensure all models are compatible and BIM data are made available to all project participants. Collaborate with team and other relevant departments to ensure all drawings are in order as per design requirements.   Support Project Team in managing RFI as well as making presentations with BIM Model & other related activities. Familiar with Authority submission standards. ","RequirementsSkills  Strong interpersonal skill and ability to develop positive relations with different stakeholders. Able to lead and inspire high performance, to ensure all drawings are accurate and issued on a timely basis.  Technical Competencies  Understands specifications, drawings, scope and sequence of works. Ability to interpret construction drawings for any discrepancies. Coordination and identify areas of concerns with design intent. Understanding of architectural / structural / M&E drawings. Awareness of requirements of relevant authorities. Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree in Engineering (Civil), Architecture or equivalent. At least 6 Year(s) of working experience in the related field is required for this position. Trained in BIM, preferably with at least 2 years of BIM coordination or BIM management. Advanced knowledge in latest technology for 4D-7D BIM/VDC/VR/SIMULATIONS Required Skill(s): BIM, Revit, AECOsim Candidates please submit a full set of coordinated BIM model inclusive of architectural, structural and M&E disciplines in pdf format together with your CV. ",Bim Manager,1.0,6000.0,Monthly,8000.0,Manager
