company_location,company_name,date_expiry,date_posted,employment_type,job_description,job_requirements,job_title,num_apps,salary_lower,salary_type,salary_upper,seniority
"Northstar @ Amk, 7030 Ang Mo Kio Avenue 5 569880",Oro Consultants Pte. Ltd.,31 Jan 2019,01 Jan 2019,Full Time,"Roles & ResponsibilitiesOur client is a leading Singapore legal firm. They are currently looking for the following to join their expanding team:            LEGAL SECRETARY Responsiblities:  Prepareation of legal documents Familar with E-lodgement, CPF, E-stamp, STAR , ligtigation Searches Scheduling meetings and appoitnmetns Data Entry, Phone calls , issusing invoices Handles correspndences and confidential documents Claims submission   ",RequirementsRequirements  Min 2 years experience in Secreterial experience Good communication skills both written and spoken Able to work 5.5 days week Committed and able ot multi-task ,Legal Secretary,7.0,2500.0,Monthly,3000.0,Junior Executive
,Company Undisclosed,31 Jan 2019,01 Jan 2019,Permanent,"Roles & ResponsibilitiesJetstar thrives on innovation. We are always looking to employ ambitious, proactive team-orientated professionals to help our business work smarter and more efficiently. You will be encouraged to think innovatively whilst developing and maintaining best practice. We are currently looking for a highly experienced and confident individual to drive API services integration for the Jetstar Group. You will work closely with API product specialist, sales manager, other business areas, external suppliers and partners to define technical requirements and in developing systems that connects to the Jetstar API systems, translating to high quality bookings creation and changes. A strong technical background in large web-based systems, solution design and good communication skills are required. Other key responsibilities include:  Create and maintain sample programs and logs to support partners’ integration into Jetstar’s API system Create and maintain internal applications, eg batch job and support tools to upkeep records in our system via database and API connections. Work with stake holders and cross functional team to achieve project and business goals and clearly communicate technical options and trade-offs with business users and partners. Embrace and enhance security standards of the team. Ability to troubleshoot technical issues effectively and efficiently. Provide technical guidance to level 1 support team on system settings and configurations. Capture, maintain and continuously improve technical documentation use for supporting partners. Assist business units to retrieve data from our database / splunk to understand partner’s system usage / capabilities Provide advice and direction to other colleagues and partners on API related issues and queries and on lowering look to book ratio for partners Participate in 24x7 support call roster Ability to document, train, support and delegate tasks to outsourced agents Perform tasks delegated by the Development Lead ","Requirements Bachelor's degree (Computing/Information Systems) Strong coding abilities. In depth knowledge of at least one programming language (preferably c#). Produce concise up-to-date documentation and ability to come up with test coverage, conduct testing and provide guide to outsource resources to ensure that new changes works as intended. Good communication skills and ability to interact with external partners, stakeholders and team members. Ability to analyse problems, map processes, identify deficiencies, envisage and communicate potential solutions Good understanding on the usage of API web services. Ability to understand and troubleshoot issues using logs. Knowledge of API-based large-scale web application is an advantage Previous experience with Navitaire’s reservation system New Skies® API®, dotREZ®, MS SQL, XML, Splunk, is highly desirable Travel might be required ",Systems Analyst (Api),3.0,3500.0,Monthly,5500.0,Senior Executive
,Alphatech Business Solutions Pte. Ltd.,30 Jan 2019,31 Dec 2018,Contract,"Roles & ResponsibilitiesThe Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. It ensures that the bank meets all data governance standards set by data regulators and optimize data management and usage to help the company make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) is a Centre of Excellence that leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a unique part in the strategic analytics team in BDAG to drive data analytics strategy, innovation and collaboration.  ","Requirements Degree in analytical disciplines (e.g. mathematics, statistics, engineering or computer science) Minimum 4 years working experience in analytics preferably in banking industry Possess good understanding and experience with analytical frameworks and languages such as SQL, R, Python, Hadoop, SPARK and Hive Well-versed in data analytics concepts, technologies and applications Hands-on experience in implementing data analytics applications/solutions Project management experience in proposal development, project planning, progress tracking and stakeholder management Good written and verbal communication skills Innovative, agile and strategic thinking Consulting and product pre-sales experiences will be a plus ","Manager, Data Management Office",4.0,6000.0,Monthly,9000.0,Manager
"Reebonz Building, 5 Tampines North Drive 5 528548",Reebonz Limited,30 Jan 2019,31 Dec 2018,Full Time,"Roles & ResponsibilitiesReebonz is looking for Data Scientist to join the Product team. The role for a Data Scientist is to build and implement machine learning models to make timely decisions in various departments and work with large amounts of structured and unstructured data to understand how our users are interacting with our brand, and communicate these insights with stakeholders. This is a NEWLY CREATED POSITION. Major roles and responsibilities:  To identify opportunities for leveraging company data to drive business solutions Develop processes and tools to monitor and analyze model performance and data accuracy Measure the effectiveness and accuracy of new data sources and data gathering techniques Mine and analyze data from company database to drive optimization and improvement of product development, marketing techniques and business strategies Use predictive modeling to increase and optimize customer experiences, ad targeting, revenue generation and other business outcomes Develop custom data models and algorithms to apply to data sets Develop company A/B testing framework and test model quality Coordinate with different functional teams to implement models and monitor outcomes ","RequirementsJob Requirements:  Degree in Business, Marketing, Business Analytics, Marketing Analytics or Statistics Familiar using statistical computer languages (R, Python, SLQ) to manipulate data and draw insights from large data sets Strong problem solving skills on product development Familiar working with and creating data architectures Experience in machine learning techniques, advanced statistical techniques and concepts and experience with applications Excellent in verbal and written communication  Interested candidates are welcome to apply with an updated copy of their resume accompanied with their last drawn salary and earliest availability. We regret to inform that only shortlisted candidate will be contacted. ",Data Scientist,7.0,,,,Executive
"Marina Bay Financial Centre, 8 Marina Boulevard 018981",Google Asia Pacific Pte. Ltd.,30 Jan 2019,31 Dec 2018,Full Time,"Roles & ResponsibilitiesCompany overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: gTech (general) Google creates products and services that make the world a better place, and gTech’s role is to help bring them to life. Our teams of solution-oriented trusted advisors support millions of customers globally. Our solutions are rooted in our technical skill, product expertise, and a thorough understanding of our customers’ complex needs. Whether the answer is a bespoke solution to solve a unique problem, or a new tool that can scale across Google, everything we do aims to ensure our customers benefit from the full potential of Google products. To learn more about gTech, check out our video. The role: Data Scientist, Global Premium Services, Google Technical Services Professional Services - Singapore Google Technical Services: Professional Services (gPS) is a team of solution-oriented trusted advisors supporting millions of users worldwide. Our consultative services take our deep technical and product expertise and combine it with our powerful understanding of our customer’s needs and goals to solve their biggest business challenges allowing them to grow and get the most out of Google solutions. Additional Role Description: As a Data Scientist you'll work closely with our clients and produce innovative and actionable quantitative models and analyses to address the challenges of marketing effectiveness, return on investment, and prediction. The Global Premium Services team is a solution-generating force that helps our Sales teams and advertisers. These solutions need to be scalable to support millions of customers worldwide. In addition to troubleshooting on the customer side, we work with Sales, Product and Engineering teams within Google to develop better tools and services to improve our products based on the evolving needs of our users. As a cross-functional and global team, it's our job to help keep the lights on and the ads relevant. Responsibilities: - Lead analytics aspects of client engagements in the area of marketing effectiveness and marketing portfolio management (with deep knowledge of modeling). - Effectively work with clients to align Google Analytics 360 suite attribution and analytic solutions with key organizational challenges and develop value-based roadmaps to solve client business challenges on a continuous and repeatable basis. - Collaborate with clients to build an end-to-end Machine Learning framework. Engage various stakeholders, assess data readiness. Be able to scale a proof of concept to a larger solution. - Work with client and internal teams to translate data and model results into tactical and strategic insights that are clear, complete, accurate, relevant, understandable and applicable to decision making and needs for varying client audiences. Co-present to and work with clients to integrate recommendations into business processes. - Collaborate with Product/Engineering teams to increase and optimize capabilities, employing methods which create opportunities for scale, proactively helping to drive innovation.","RequirementsMinimum qualifications: - Master's degree in Statistics, Mathematics, Economics, Engineering or an Applied Science, or equivalent practical experience. - 5 years of quantitative analytics experience with a focus on marketing analytics, statistical modeling, Machine Learning, digital attribution, forecasting, optimization and/or predictive analytics. - Knowledge of media (e.g. paid, owned and earned). - Programming experience in Python and/or R. Preferred qualifications: - SQL and big data experience. - Experience in delivering bespoke analytics to stakeholders (e.g. problem scoping/definition, modeling, interpretation, presentation). - Experience in using and/or deploying digital analytics and measurement solutions. - Knowledge of statistical programming languages (R/Python/Tensorflow). - Ability to visualize models and results. Ability to debug and troubleshoot code and models.","Data Scientist, Global Premium Services, Google Technical Services Professional Services - Singapore",19.0,7500.0,Monthly,15000.0,Executive
"Vertex, 33 Ubi Avenue 3 408868",Avensys Consulting Pte. Ltd.,30 Jan 2019,31 Dec 2018,Permanent,"Roles & ResponsibilitiesRESPONSIBILITIES    Identity Access Management Manage and be responsible for Income Identity Access Management (IAM) operations. Responsible for the support and enhancement of IAM solution (RSA Identity Governance and Lifecycle) Be the Project Manager for any IAM-related initiatives and projects. Proactively engage application counterparts to onboard new applications onto IAM platform. Ensure all IAM related projects comply with Income policies, processes and standards. Review and streamline IAM processes. Proactively promote the onboarding of Business Segregation of Duties rules onto IAM platform. Service Management Assist DVP Data Centre to manage IT Service Management including incident, problem and change. Handle critical escalation cases till resolution and management reporting.  Lead change management to ensure proper change review processes are adhered to. Guide teams to continually improve IT services and processes. Responsible for the operations and enhancement of ITSM solution (BMC Remedy) Review processes and new IT deployments in Income. Deliver and present monthly IT service management reports to IT management. Data Centre Design, review and implementation of Data Centre operations processes based on ITIL, Industry best practices and Income’s business needs and the governance of its compliances. ","Requirements Qualifications At least 10 years’ of IT experience with 5 years’ experience in managing projects, and a proven track record of successfully leading and delivering systems implementation Solid project management and facilitation skills.     Able to manage multiple projects and teams Strong communication and writing skills, with ability to manage key stakeholders and project sponsors PMP/Prince2/CITPM, CISSP/CCSP, ITIL/CISA/CGEIT/COBIT, CDCP, AWS certification is a plus      Good knowledge of Identity and Access Management, ITIL processes, IT and Data Centre Operations Leadership skill such as leading organization, communication skill with people across the organisation  If you are interested please email your profile to deena@aven-sys.com    ","Manager, Data Centre Operations(Identity Access Management )",14.0,6000.0,Monthly,9000.0,Manager
"Marina Bay Financial Centre, 8 Marina Boulevard 018981",Google Asia Pacific Pte. Ltd.,30 Jan 2019,31 Dec 2018,Full Time,"Roles & ResponsibilitiesCompany overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: gTech (general) Google creates products and services that make the world a better place, and gTech’s role is to help bring them to life. Our teams of solution-oriented trusted advisors support millions of customers globally. Our solutions are rooted in our technical skill, product expertise, and a thorough understanding of our customers’ complex needs. Whether the answer is a bespoke solution to solve a unique problem, or a new tool that can scale across Google, everything we do aims to ensure our customers benefit from the full potential of Google products. To learn more about gTech, check out our video. The role: Head of Data Science, Google Premium Services - Singapore gTech’s Professional Services team takes a creative, collaborative, and customer-centric approach to provide foundational services and forward-looking business solutions to top advertiser and publisher customers. Through technical implementation, optimization, and key solutions, gTech Professional Services helps customers attain their business goals while building long-term capabilities. Responsibilities: - Deliver effective presentations of findings and recommendations to multiple levels of stakeholders, creating visual displays of quantitative information. - Lead complex projects and large-scale programs across many Google teams. - Manage challenges, concerns and/or opportunities from projects related to scope, ongoing maintenance, complexity and contacts. Challenge and improve internal processes and consult changes in external business partner or client processes. - Collaborate with clients to build an end-to-end Machine Learning framework. Engage various stakeholders, assess data readiness and scale a proof of concept to a larger solution. - Develop comprehensive understanding of Google data structures, Google Marketing Solutions, and metrics, advocating for product changes where needed.","RequirementsMinimum qualifications: - Master's degree in Statistics, Computer Science, Engineering, or Mathematics, or equivalent practical experience. - Experience in quantitative analytics with a focus on marketing analytics, statistical modeling, Machine Learning, digital attribution, forecasting, optimization and/or predictive analytics. - Experience programming with Python and/or R. Preferred qualifications: - PhD in Statistics, Computer Science or Mathematics. - Experience with analytic software tools such as SQL, R, SAS, SPLUS and Eviews, with quantitative analytics experience. - Experience using and/or deploying digital analytics and measurement solutions, and experience in SQL and big data. - Client vertical experience, including: retail, financial services/retail banking, insurance, telecommunications, automotive and CPG. - Understanding of media (paid, owned and earned) as well as an understanding of the statistical algorithms typically used in Marketing Analytics. - Ability to navigate complex business organizations, manage multiple cross-functional stakeholders, and consult optimal solutions across all parties.","Head Of Data Science, Google Premium Services - Singapore",7.0,14545.0,Monthly,29090.0,Senior Management
"Az @ Paya Lebar, 140 Paya Lebar Road 409015",The Supreme Hr Advisory Pte. Ltd.,30 Jan 2019,31 Dec 2018,Full Time,"Roles & ResponsibilitiesGeneral reception duties - Attend to walk-ins, handling mails and courier (incoming and outgoing) - Attend to incoming guests and to serve drinks to them - Answer incoming calls   General administrative duties - General upkeep of the office - Requisition of office equipment and supplies - Manage and order office stationaries & pantry supplies - Liaise with suppliers on printing of name cards and letterheads, office equipment, office broadband, etc - Data-entry, general filing, scanning & photocopying - Run errands - banks, etc - Perform ad-hoc duties as and when required   Operations duties - Preparations of Import and Export shipping documents - Coordinating between suppliers, vendors and customers",RequirementsDylan Then Reg No: R1878687 The Supreme HR Advisory Pte Ltd EA No: 14C7279  ,Admin Executive [Data Entry / Filling /  Run Errands /  Import /  Export /  Shipping],19.0,2000.0,Monthly,2400.0,Junior Executive
"Ub. One, 81 Ubi Avenue 4 408830",Aerospec Supplies Pte Ltd,30 Jan 2019,31 Dec 2018,Full Time,Roles & Responsibilities Adminstrative work Assist in all documentations recording and filing Answering incoming phone calls Any other adminstrative work assigned by the Supervisor ,"Requirements Proficient in MS Office (Word, Excel, outlook) Minimum ""N"" or ""O"" Level Accuate typing speed  Salary Package $2,000/- (inclusive of Transport, laundry, attendance) overtime not included - need to work 1.5 time of basic salary ($1,500) Work hours schedule (Work 2 days, rest 2 days) - 16 days in a month Day 1 - 8.00 am to 9.00 pm (1 hr lunch, 1 hr dinner break) Day 2 - 9.00 am to 10.00 pm (1 hr lunch, 1 hr dinner break) Location:  Changi Airport    ",Data Entry Clerk,38.0,1500.0,Monthly,2000.0,Fresh/Entry Level
"Hong Leong Building, 16 Raffles Quay 048581",Oneaston Pte. Ltd.,30 Jan 2019,31 Dec 2018,Permanent,"Roles & Responsibilities   Identify the clients’ business needs by working with Stakeholders to define business and information needs Support the translation of business needs into analytics and reporting requirements Analyse Data by gathering data from internal systems and external sources and enter information into the relevant data collection systems Validate data and perform quality control checks Develop solutions and recommendations to address information need Develop automated and logical data models and data output methods Design data reports and visualisation tools to facilitate data understanding You should have a good understanding of industry standard Data Infrastructure (e.g Warehouse, BI, Analytics, Big Data, etc) tools with the goal of providing end users with analytics at the speed of thought You should be proficient at developing, architecting, standardizing and supporting technology platforms using Industry leading BI/Reporting solutions You must be able to front end users and becoming a subject matter expert in order to architect and design our solutions and drive insights using your data visualization experience You must be strong communication, presentation, problem-solving and trouble-shooting skills ","Requirements Bachelor’s degree in Business Administration, Technology or Business Finance Minimum of 3-5 years of experience working in the private banking or asset management industry in the capacity of Business Analyst You have strong data reporting and visualisation experience with the ability to tell a story and drive analytics solutions Knowledge of database design techniques and experience working with large data volume is a plus Demonstrated experience and ability to work with business users to gather requirements and manage scope Strong understanding of data warehousing methodologies, ETL processing and dimensional data modeling. Experience with a wide variety of BI tools, such as Tableau, IBM Cognos, Business Objects Prior web development experience using languages such as HTML, CSS, JavaScript Understanding of VLDB performance aspects, such as table partitioning, sharding, table distribution and optimization techniques ",Business Intelligence Consultant,6.0,3000.0,Monthly,6000.0,Senior Executive
,Alphatech Business Solutions Pte. Ltd.,30 Jan 2019,31 Dec 2018,Contract,"Roles & ResponsibilitiesAs a ETL developer, you will help to designs data storage systems, overseeing the loading of data into the systems and extract, transform, load (ETL) data with an emphasis to produce high quality software designs. What You Get To Do In This Role  Gathering requirements and specifications from users / business stake holders. Design, Develop and Test ETL Mappings, Mapplets, Workflows, Worklets to support business requirements. Perform feasibility, impact analysis and suitable solutions based on the use cases. Ensuring data management and governance to maintain the data integrity. Develop data mappings to extract the data from XML/Database and loading to the source stating database tables. Create shell scripts for ETL purpose. ","Requirements Degree in Computer Science/IT or equivalent. Relevant working experience in ETL, Informatica PowerCenter, SQL, PowerShell scripting, Databases, Unix Shell etc. Knowledge in the Data Warehousing Domain. Good understanding of RDBMS databases. Good exposure to different Data Modelling techniques. Familiar with Waterfall & Agile methodologies. Understand different interface files. Strong written and communication skills.   Experience working in Informatica ETL platform, Informatica Cloud hands on. Experience on IICS (Informatica Intelligent Cloud Services) of platform, hands on preferred. Experience working with Salesforce platform and knowledge of APIs (REST/SOAP/Bulk etc.) and usage with ICS (Informatica Cloud Services). Experience with Agile or Scrum development methodologies. Experience working in a cloud project delivery model, cloud automation solutions. ",Informatica Cloud Developer,2.0,7000.0,Monthly,9000.0,Professional
,Alphatech Business Solutions Pte. Ltd.,30 Jan 2019,31 Dec 2018,Contract,"Roles & ResponsibilitiesIn this role, the Senior Business Intelligence Analyst serves as the primary bridge through the business to communicate high value information to support data-driven decision-making. He/she will continuously evolve management reporting, conduct complex data analysis and deliver business insights in an environment of rapid growth and increasing complexity. The successful candidate must be able to roll-up his/her sleeves, and work directly with large datasets and BI tools to solve challenging problems. He/she will be passionate about their work, detail-oriented, highly analytical and have excellent problem-solving skills.  Job Responsibilities:     Participate in the full lifecycle of an analytics or BI project: from gathering and understanding the end-user needs to implement a fully automated solution. Develop and provision of BI reporting through the deployment of self-service reports and dashboards Engages with business users as well as maintain a client relationship with data warehouse. Deploy Machine learning techniques to answer the appropriate business questions using R or Python. Visualize data using Tableau and create repeatable visual analysis for end users to use as tools. Take ownership of the existing BI platforms and maintain the data integrity and accuracy of the numbers and data sources. Know Agile - Scrum project management experience/knowledge - Ability to prioritise, pushback and effectively manage a product and sprint backlog. ","Requirements Minimum Bachelor’s degree in a quantitative field is required (engineering or economics) 3+ years of experience in business intelligence or any data analysis related role. Experience with Tableau, PowerBI or any standard data visualization tools. Proficiency with at least one scripting language (Python or R) is required. Should be comfortable in writing SQL queries to extract data for data analysis. Exhibits sound business judgment, a proven ability to influence others, strong analytical skills, and a proven track record of taking ownership, leading data-driven analyses, and influencing results Exposure to Advanced Analytics techniques for forecasting, regression and other basic machine learning techniques Ecommerce / logistics / fashion retail background a bonus. Experience in Marketing Analytics and Attribution Modelling is a bonus. ",Senior Business Intelligence Analyst,10.0,6000.0,Monthly,8000.0,Senior Executive
,Megamind Consulting Pte. Ltd.,30 Jan 2019,31 Dec 2018,Permanent,"Roles & ResponsibilitiesResponsibilities  • Perform advisory and implementation of SAP S/4HANA Finance Data Migration, Master Data Governance module; • Able to provide advice & guidance on technical solution on SAP Master Data Governance module; • Implementation including design, build, test, deploy, go live & initial go live support; • Able to plan, execute and deliver SAP Finance data migration activities independently in project implementations, lead project team members in data migration activities for each phase of the project; • Excellent understanding of integration points with the other modules. • Able to execute all the project phases in ASAP methodology; • Liaise with client users in the various phases of the project.","RequirementsKnowledge and Skill Requirements: • Minimum 5 years of SAP MDM/MDG experience (3 full cycle of project implementation experience, prefer at least 1 full cycle of S/4 Hana MDG implementation experience).  • Good master data governance, data cleansing and data migration experience; • Able to work independently and efficiently, managing timelines, and user expectations, and producing high quality deliverables;  • Able to independently advise the client on various master data and transaction data migration strategy and solutions; • Experience in working with data migration between SAP and 3rd party systems; • Good communication skills, possess pleasant, patient and hardworking personality. • Prior experience in healthcare industry is preferred. EA License No. 14C7181 Reg No. R1222538EA License No. 14C7181 Reg No. R1222538  Qualifications • Bachelor’s Degree in IT/Computer Science related field • SAP S/4 Hana MDG certification preferred Consulting assignment(s) under agency payroll.    EA License No. 14C7181 Reg No. R1222538",Sap S / 4 Hana Architect,5.0,6000.0,Monthly,9000.0,Professional
"International Plaza, 10 Anson Road 079903",D L Resources Pte Ltd,30 Jan 2019,31 Dec 2018,"Contract, Full Time","Roles & Responsibilities Support and enhance existing Informatica environments including development of new and complex ETL processes to support design, development and deployment of the Enterprise Data Warehouse and Data Marts/Data Stores change request and projects. Ensure Unit Testing and SIT Testing are according to requirements. Support user acceptance test activities along with code migration, job scheduling activities as per the internal processes. Work with data analysts, business users and IT professionals to ensure that data requirements are met with the highest degree of quality and efficiency. Ensure that documentation is captured, maintained, understood by and available to business and/or IT partners. ","Requirements Strong programming skills in INFORMATICA/ ETL, ORACLE PL/SQL, MS SQL SERVER, TERADATA AND UNIX SHELLSCRIPTING. Minimum 3 years of DATAWAREHOUSING application software experience is preferred. Additional skills and knowledge in BUSINESS OBJECTS would be an advantageous. Good communication skills, independent and motivated. ",Analyst Programmer,3.0,4700.0,Monthly,7000.0,Executive
"One Raffles Link, 1 Raffles Link 039393",Goldman Sachs (Singapore) Pte.,30 Jan 2019,31 Dec 2018,"Permanent, Full Time","Roles & ResponsibilitiesYOUR IMPACT Are you passionate about research and generating investment ideas?  We’re looking for a professional to join our Energy & Chemicals sector team in Singapore, to work to develop valuable insights and investment ideas for our clients. OUR IMPACT From macroeconomic forecasts to individual stock analysis, our team develops tools and insights to help shape investment strategies for clients and the firm. Our analysts work on client-focused research in the equity, fixed-income, currency, and commodities markets, mining big data that enters markets around the world each day to identify game-changing insights. You’ll be part of a team that is intellectually curious, creative, analytical, and passionate about performing market research. HOW YOU WILL FULFILL YOUR POTENTIAL We are looking for an Analyst to join our Equity Research team in Singapore. Principal responsibilities include:  Providing support to single stock research analysts Building, maintaining and updating company forecast and valuation models Analyzing market share, macro trend, and cross company and sub sector data analysis Write research notes on companies under coverage Working on company / sector-specific projects Conducting statistical analysis of economic data, fundamentals, and relevant correlations of the data Update monthly reports and marketing presentations Working closely with Content Management Group to ensure timely publication of research reports Respond to ad hoc requests from clients, sales and traders ","RequirementsBASIC QUALIFICATIONS  University degree (finance, accounting major preferable)  1-2 years relevant work experience Excellent verbal and written communication skills in English and Mandarin as the role involves interaction with English and Mandarin speaking colleagues Must have a strong understanding of the Energy & Chemicals industry Excellent analytical, organizational, and creative skills  Excellent skills in Microsoft Office applications (Excel, Word, PowerPoint)  Ability to work/conduct independently and with limited supervision  Meticulous attention to detail, strong analytical and organizational skills  PREFERRED QUALIFICATIONS  Strong ability to perform financial statement, business and valuation analysis Comparable business/financial/consulting experience preferred Demonstrated ability to think laterally and exercise good judgment Self-starter attitude with high level of enthusiasm for equity research. Natural curiosity, critical thinking, logical thinking  Goldman Sachs is an equal opportunity employer. © The Goldman Sachs Group, Inc., 2018. All rights reserved","Global Investment Research, Equity Research, Energy & Chemicals, Analyst (49818)",67.0,5000.0,Monthly,10000.0,Executive
"Suntec Tower Three, 8 Temasek Boulevard 038988",Acronis Asia Research And Development Pte. Ltd.,30 Jan 2019,31 Dec 2018,Full Time,"Roles & ResponsibilitiesThe Kernel Team Director of Development reports to the Head of Singapore R&D Centre and serves as a key member of the R&D leadership team in Singapore. He is fully responsible for the delivery of all kernel level Cyber Protection related technologies, including Data Protection and System Protection, components & products developed in Singapore R&D centre. As well as successful integration of these technologies and components to all Acronis products.   Key Responsibilities:     Build the team of developers, QA engineers, analysts and other professionals with kernel mode development skills in Microsoft Windows, Mac OS X and Linux, able to regularly deliver high-quality Data & System protection technologies, components and products. Source professionals externally and internally using recruiters, agencies and any other ways to staff the team. Drive professional growth of every team member through regular goals settings & tracking, coaching, knowledge sharing practices, external trainings, and participation in conferences and using any other practices. Ensure Kernel Team members have deep expertise level in Microsoft Windows, Mac OS X, Linux OS kernels and several kernel level fields of expertise and technologies, like file systems and file systems filters and mini-filters, network drivers, storage stack drivers and others. Ensure there is availability of Kernel Team subgroups with the high expertise level that are able to focus on some of these technologies. Establish efficient & transparent development process in Kernel Team, unified with other Singapore R&D teams and covering all stages from idea discussions, through requirements & design elaboration, coding, testing and delivery to operations & customers. Ensure the new technologies, invented, proposed and developed by Kernel Team together with other teams, are protected as the Intellectual property, work actively on patents together with the Intellectual Property department. Ensure high-quality architectural & design decisions (functional & non-functional), selection of proven and effective technologies, frameworks & tools, as well as high-quality source code produced by Kernel Team members and covered by automated tests. Deliver new versions of Cyber Protection technologies, both Data Protection and System Protection, components and products according to Acronis Products and Services Roadmap and Technological Roadmap of Singapore R&D centre. Ensure that development progress, problems and risks are clearly communicated to Executive Staff Establish good communications with other R&D teams, especially remote teams in other R&D centres, to ensure efficient cross-team planning and dependencies resolution in time and in professional manner. Maintain a deep understanding of competitor products & capabilities, as well as modern Cyber Protection technologies on the market, and traditional Data and System Protection technologies and their current state.         ","Requirements MS or PhD in Computer Science or the equivalent engineering education and experience is absolutely mandatory  15+ years of engineering experience leading development team and programming on C/C++ languages, deep knowledge of at least Intel machine instructions. Excellent reverse engineering skills, deep experience of work with IDA Pro and other related tools. Advanced kernel mode debugging skills, extensive experience of work with kernel level debuggers. Excellent research capabilities and the ability to lead research groups. Possession of the guru-level experience in kernel level layers and related technologies in at least one of the following operating systems: Microsoft Windows (mandatory requirement), Mac OS X and Linux. Recent experience with Data & System Protection technologies, rich background in both Data and System protection is highly beneficial. Experience with high-end enterprise systems deployed in environments of F500 corporation complexity  ","Director Of Development, Kernel Team",7.0,22000.0,Monthly,24000.0,Senior Management
90 Eu Tong Sen Street 059811,Titansoft Pte. Ltd.,30 Jan 2019,31 Dec 2018,Full Time,"Roles & ResponsibilitiesDo you love enhancing business value by the magic of data analysis? What about working together with a team and figuring out how to decompose feature interactions to come up with insightful findings? Playing a key role in sharing those insights with our Product Owners so they can take action and produce great achievements? If that describes your passion and interest, read on! What a Business Analyst does in Titansoft   Conduct data analysis to make business recommendations (e.g. cost-benefit, invest-divest, forecasting, impact analysis) Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving analytical needs Collaborate with stakeholders to understand their business needs, formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations Help manager to focus on key decisions to improve products and services ","RequirementsQualifications  BA/BS in Mathematics, Statistics, Finance, Computer Science, Information Technology or other qualified achievement  Experience  Experience working with statistical software (e.g. R, Python, Excel, SAS, MATLAB, etc.) Experience in scripting with SQL Experience in measuring cost and production  Skills  Basic statistical principles and practical applications Ability to translate analysis results into business recommendations and insights Ability to present the insights clearly to technical and non-technical audiences Strong written, verbal communication and presentations skills  What makes a (Super!) Business Analyst in Titansoft  Deep interest and aptitude in data, metrics, analysis and trends, and applied knowledge of measurement, statistics and program evaluation ",Business Analyst,23.0,4000.0,Monthly,7000.0,Executive
,Alphatech Business Solutions Pte. Ltd.,30 Jan 2019,31 Dec 2018,"Permanent, Full Time","Roles & ResponsibilitiesJob Description   The ServiceNow Admin/Developer will be responsible for the following:  Work with other Business System Analysts and business users on gathering requirements and creating business requirements and functional/technical design documents Configuring/Customizing task forms, creating/modifying workflows and creating custom tables/applications Building service catalog requests, including creating workflows to manage data flows from the customer to the support teams providing the service Creating/Modifying service portal pages with experience coding in AngularJS Creating/Modifying integrations to other systems using the MID server or direct web service integrations Creating/Modifying complex business rules, client scripts, UI actions, UI scripts Creating/Modifying scheduled and ad-hoc data loads Perform basic administration tasks, including creating assignment groups, modifying assignment group membership and creating/publishing reports for IT and business users Creating/migrating update sets, including conflict resolution and making configurations in multiple update sets Performs system and integration testing with sample and live data Monitor health, usage and overall compliance of the application ","Requirements The ServiceNow Admin/Developer must have the following qualifications:  5+ years of experience in IT Service Delivery 2+ years of experience as a System Administrator & Developer in ServiceNow 2+ years of experience using JavaScript or HTML, good knowledge of web design 3+ years of experience as an IT business systems analyst or IT project manager Experience with Customer Service Management a big plus Experience with Orchestration a plus Desired ServiceNow Trainings/Certifications: ServiceNow System Administration, ServiceNow Advanced System Administration, Scripting in ServiceNow, ServiceNow Orchestration, Application Development in ServiceNow, ServiceNow Customer Service Management Bachelor’s degree in Computer Science or related area is preferred ITIL Foundation Certification preferred ",Servicenow Developer,0.0,5500.0,Monthly,7000.0,Senior Executive
